experiment_id,dataset_id,timestamp,status,load_balance_degree,bandwidth_satisfaction,composite_score,error
1,1,2026-01-13T16:13:03.279802,success,0.2395,0.9,0.8302499999999999,
2,2,2026-01-13T16:14:21.660757,success,0.188,0.8714,0.8417,
3,3,2026-01-13T16:03:48.019323,success,0.2493,0.8165,0.7836000000000001,
4,4,2026-01-13T16:17:11.351819,success,0.2178,0.9429,0.8625499999999999,
5,5,2026-01-13T16:18:30.392154,success,0.1889,0.86,0.83555,
