experiment_id,dataset_id,timestamp,status,load_balance_degree,bandwidth_satisfaction,composite_score,error
1,1,2026-01-13T15:04:11.763367,success,0.219,0.5953,0.68815,
2,2,2026-01-13T15:06:32.377117,success,0.1854,0.6292,0.7219,
3,3,2026-01-13T15:08:41.434122,success,0.202,0.6641,0.73105,
4,4,2026-01-13T15:10:54.806151,success,0.1902,0.6188,0.7142999999999999,
5,5,2026-01-13T15:13:17.867140,success,0.2411,0.6269,0.6929000000000001,
