experiment_id,dataset_id,timestamp,status,load_balance_degree,bandwidth_satisfaction,composite_score,error
1,1,2026-01-13T16:37:48.712668,success,0.2373,0.6256,0.69415,
2,2,2026-01-13T16:40:02.538394,success,0.1981,0.576,0.68895,
3,3,2026-01-13T16:42:13.273499,success,0.2058,0.5397,0.6669499999999999,
4,4,2026-01-13T16:44:24.422549,success,0.1935,0.5312,0.66885,
5,5,2026-01-13T16:46:39.670705,success,0.188,0.6815,0.74675,
