experiment_id,dataset_id,timestamp,status,load_balance_degree,bandwidth_satisfaction,composite_score,error
1,1,2026-01-13T16:49:48.734988,success,0.2212,0.7911,0.78495,
2,2,2026-01-13T16:52:00.301614,success,0.1889,0.7324,0.7717499999999999,
3,3,2026-01-13T16:54:20.180711,success,0.193,0.7852,0.7961,
4,4,2026-01-13T16:56:51.856765,success,0.2027,0.7892,0.79325,
5,5,2026-01-13T16:59:11.213935,success,0.1952,0.8383,0.82155,
