time,completed,avg_waiting,avg_waiting_completed,avg_bw_satisfaction,avg_cpu_util,avg_bw_util,L_cpu,L_ram,L_bw,load_balance
49.0,9,19.482831179485316,0.9775954318308268,0.776896299104809,0.6234772880677579,0.015746930822725574,0.308585619648497,0.2533897687935259,0.04612254246730602,0.2340146638702704
50.0,11,19.51414936124323,1.8693998327406727,0.7265515174493892,0.5455550768124005,0.015746930822725574,0.297446150221254,0.26326277588805785,0.04612254246730602,0.23350807893718598
51.0,12,20.074185249075494,1.7475665474560185,0.66600555766194,0.5415156390051341,0.015746930822725574,0.2649391577608645,0.2487595447835761,0.04612254246730602,0.21470398951123745
52.0,12,20.369484475687162,1.7475665474560185,0.66600555766194,0.599128507131576,0.015746930822725574,0.303160485360096,0.2611454920498693,0.04612254246730602,0.23494689945744732
53.0,13,20.430041869253916,1.8864075661706055,0.6916974378417908,0.5740974114892045,0.015746930822725574,0.2847944961752812,0.23752180162498046,0.04612254246730602,0.2181510276135659
54.0,13,20.874580020245126,1.8864075661706055,0.6916974378417908,0.6138382640794658,0.015746930822725574,0.2796714371941057,0.22653608328184469,0.04612254246730602,0.21170751668384138
55.0,14,21.316345666037964,1.8038248833173547,0.6422904779959486,0.6109408296214919,0.0351368345095458,0.30312593021045936,0.24880122895113657,0.07102141120708207,0.23497514590605478
56.0,15,21.75040693207171,1.7673343293915404,0.5994711127962187,0.5877017743661839,0.04270883357274444,0.2737056370909877,0.24605229576115917,0.07005850172422154,0.22191487348570307
57.0,16,22.177775276353433,2.3284710096590913,0.562004168246455,0.6010321392098147,0.04270883357274444,0.31247157124346736,0.30484357761737807,0.07005850172422154,0.2609377598891825
58.0,17,22.606578069845078,2.2684275174076056,0.5877686289378401,0.6080894998922584,0.05013136987728639,0.27803709039541336,0.26011949001986445,0.08253462955720955,0.23176955807755303
59.0,17,23.156538439839625,2.2684275174076056,0.5877686289378401,0.6290578948904145,0.05013136987728639,0.27200859152001094,0.20841866934639366,0.08253462955720955,0.20867783025800377
60.0,18,23.446086325207776,2.1929489192946874,0.5684353072779336,0.6775796351648034,0.04661298034262017,0.298253051958515,0.29333781345254367,0.08562147293187473,0.2537606407507984
61.0,19,23.98881084421287,2.436776882787066,0.5826521026171938,0.6564326052440367,0.034384439054560824,0.2592104298402976,0.2787486208847434,0.08252060116782112,0.23168774052358063
62.0,19,24.784509768944048,2.436776882787066,0.5826521026171938,0.6750701552964425,0.03663689716309603,0.23444451171053218,0.21229985884887284,0.08149737358498313,0.19499722294075864
