time,completed,avg_waiting,avg_waiting_completed,avg_bw_satisfaction,avg_cpu_util,avg_bw_util,L_cpu,L_ram,L_bw,load_balance
1.0,0,0.2840320061128348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0,0.6847882910261149,0.0,0.0,0.024482983453677366,0.0,0.06446060634450698,0.1177388589896069,0.0,0.07287978613364555
3.0,0,0.9800751923601668,0.0,0.0,0.06942433524783488,0.0,0.18278551523783326,0.25683433341777834,0.0,0.17584793946224464
4.0,0,1.3139603417233527,0.0,0.0,0.08577605187641686,0.0,0.18260282030163968,0.29528602671574583,0.0,0.1911555388069542
5.0,0,1.3586386999072055,0.0,0.0,0.137702114054913,0.0,0.23065103276239335,0.327476435027943,0.0,0.22325098711613456
6.0,0,1.510824080935087,0.0,0.0,0.18810903617446995,0.0,0.2626110197084191,0.35467731808792435,0.0,0.24691533511853742
7.0,0,1.7514924195845485,0.0,0.0,0.2490021711406801,0.0,0.3087935086823264,0.41327040228905326,0.0,0.2888255643885519
8.0,0,1.9482464425585224,0.0,0.0,0.28368431232346725,0.0,0.3253798514300338,0.42009619079365845,0.0,0.2981904168894769
9.0,0,2.3144940132478866,0.0,0.0,0.32851915198377135,0.0,0.38432537825511204,0.43318209686729797,0.0,0.32700299004896405
10.0,0,2.7544410474827368,0.0,0.0,0.3613893386366323,0.0,0.3706678159576733,0.4181025725387601,0.0,0.31550815539857335
11.0,0,3.2567578055147277,0.0,0.0,0.4057854417519255,0.0,0.38512053810898716,0.43595632711356075,0.0,0.32843074608901923
12.0,0,3.743177061574486,0.0,0.0,0.42920741975881693,0.008140422860638779,0.38712943535131034,0.4409966214799734,0.03901760839758353,0.33905394441203024
13.0,0,4.063033745081654,0.0,0.0,0.48236693880993253,0.008140422860638779,0.38573654863463275,0.43374939724100076,0.03901760839758353,0.33559790002977014
14.0,0,4.120163308365017,0.0,0.0,0.5424834507889359,0.023659763691123607,0.3834891495205315,0.4306952837146174,0.12866362088253208,0.35140649747056596
15.0,0,4.367813489078335,0.0,0.0,0.6047358666910394,0.023659763691123607,0.3979616402460171,0.40663732284620463,0.12866362088253208,0.3475723094133951
16.0,0,4.623471647477095,0.0,0.0,0.6346545523433316,0.023659763691123607,0.3524995437889375,0.3648248961244524,0.12866362088253208,0.31266250014186237
17.0,0,4.8190634832051655,0.0,0.0,0.6883685758717278,0.023659763691123607,0.29227568645602814,0.3285012087290017,0.12866362088253208,0.2740434822505184
18.0,0,5.004000967704317,0.0,0.0,0.7091562109657976,0.023659763691123607,0.30486315124303615,0.3257247612892951,0.12866362088253208,0.27796788918943893
19.0,0,5.421364449080784,0.0,0.0,0.7637786461675096,0.023659763691123607,0.28556480501927284,0.3100413257949319,0.12866362088253208,0.2639751765021883
20.0,0,5.623261716497136,0.0,0.0,0.8153679210052681,0.023659763691123607,0.17780210754894762,0.2240488690027025,0.12866362088253208,0.18647311479716644
21.0,0,5.944444440628523,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
22.0,0,5.925942053343473,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
23.0,0,6.165852024542004,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
24.0,0,6.78562562913005,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
25.0,0,7.1128660561287615,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
26.0,0,7.642534495602407,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
27.0,0,7.805863046370847,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
28.0,0,8.101509145331557,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
29.0,0,8.692283330090275,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
30.0,0,9.17012405440808,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
31.0,0,9.756531457843211,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
32.0,0,10.333709021245046,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
33.0,0,10.811922784196723,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
34.0,0,11.172836423761565,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
35.0,0,11.543767592701293,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
36.0,0,12.13936938680731,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
37.0,0,12.30539778623702,0.0,0.0,0.8434147567726296,0.023659763691123607,0.128889272160349,0.19741194860539274,0.12866362088253208,0.1562532124828031
