experiment_id,dataset_id,timestamp,status,load_balance_degree,bandwidth_satisfaction,composite_score,error
1,1,2026-01-12T18:03:05.859439,success,0.2547,1.0,0.87265,
2,2,2026-01-12T18:05:30.606485,success,0.2713,0.8882,0.80845,
3,3,2026-01-12T18:07:51.733859,success,0.2632,0.9215,0.82915,
4,4,2026-01-12T18:09:57.088115,success,0.2753,0.7336,0.72915,
5,5,2026-01-12T18:12:11.547174,success,0.2719,0.6525,0.6902999999999999,
